id,time,1,2,3,4,5,6,7,8,9
60508218,215713.27867937088,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
60355380,2560.3382017612457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
59758722,74.89557194709778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
59278771,14.598887205123901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
59078187,153.56978631019592,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
58844149,517875.80900001526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58609115,,,,,,,,,,0
58572274,26.60438585281372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58392266,1592926.624519825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58333926,7234.9261338710785,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
58064701,34.809751749038696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58055105,62.80011534690857,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
58051767,24.659425735473633,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
58043002,283.49592542648315,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
57943425,3857.617542743683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57516678,1602.855581998825,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
57407973,3643.804027080536,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
57397440,183.1035919189453,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
57326611,92.8588936328888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56774954,206.55221033096313,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
56452176,14.352566480636597,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
56218256,207820.35168588284,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
55198221,1461.1415793895721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
54811239,327.33379340171814,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
54738769,844.1390607357025,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
54282951,68791.64218974113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54064299,709.1826479434967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53749895,1482.0619463920593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
53700537,48.562044620513916,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
52983831,60.21836471557617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
52566823,16.817607402801514,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
51930566,15.454331159591675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51901386,,,,,,,,,,0
51749207,482.44031977653503,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
51581521,59774.96445393562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51185079,4794.723399877548,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
50914860,18182.775591373444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50555434,65.18699073791504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
50338865,188.87027382850647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
50079585,1529.3889739513397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49583466,192.9933660030365,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
48976413,34.86801362037659,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
48486598,16.635589361190796,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
48385830,198.55405735969543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48251943,6.358190298080444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
48221692,7.48812198638916,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
47735201,472.9282898902893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47704695,3242.461378097534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47352366,45972.928523778915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47241622,,,,,,,,,,0
46995209,567.2647664546967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
46869312,2215.0263996124268,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
46642627,2135.497390270233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46247619,267199.7984186009,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
45378493,236.40616369247437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45337371,273.27846455574036,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
44758894,62.98178172111511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
44755431,1057.9568104743958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44066044,161.5163049697876,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
43055289,19.00328779220581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42800203,,,,,,,,,,0
42514960,156.0058479309082,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
42472447,1632.600448846817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
41999686,8313.349536657333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41823068,1294.0127794742584,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
41600519,9514.919867038727,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
41596619,10.342605590820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34673164,390.772664308548,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
34311586,18.81942892074585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33969059,88.30703902244568,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
31880720,603.9745666980743,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
31627380,43.237088203430176,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
